A,B,y
1.5326666533995992,1.4371005461945618,0.26212460701798146
2.2590906231065335,1.623423159912626,0.43848473794801085
0.44376610735486965,0.6394940292763573,0.03708501157979004
2.458880157357831,2.3357411043837364,0.6898276449822762
2.0498607180097714,0.833545236085825,0.20688232173867951
2.361290824664403,2.7380498691573307,0.778570041016497
0.5748487770604057,1.545465910768769,0.10674641072727453
2.40709248340359,0.9110521588337543,0.2682518943194771
0.5739717781716008,0.5231517075249005,0.032689635972718914
0.24465785209053814,1.4556118872480908,0.03614862734126319
2.5656809228612105,1.128891900454057,0.33941576137260854
2.583850488533005,1.8692813721657981,0.5721586645971222
2.6296112892497416,1.4953787478688496,0.4693469064687724
1.4157291580763707,0.11087909400209028,0.02356115778631141
0.8221451658411548,2.4992843064256007,0.24737173609329416
0.021275485809498784,0.15502181735818799,-0.0023493820831494133
1.9371626867248435,2.4827854915776313,0.5722403659935833
2.159728150526079,2.438248930250329,0.6294889120794142
2.5067076495008225,2.771949375862685,0.831964637359327
0.8456334820936264,1.9932031234545984,0.19967055555006144
0.6456545014889208,0.48187090231605156,0.030764462350980768
1.9179941401997636,1.3257882343621132,0.3029602525848005
2.415164499435029,1.3182979805114117,0.38673375004058186
2.8910126185349125,1.8969989594457446,0.6481361699114837
0.45157449126353244,1.1434125972121307,0.0608567927760126
1.4466371645980096,2.027034263907355,0.34215666368489495
2.6841475865885203,0.6117221402935131,0.19787382656813482
1.2681507208363119,1.0600523344396762,0.15788846592571285
1.7685061862521443,1.6299402338620634,0.33634137152969884
0.0734720324800896,1.282953153643347,0.01177319953911795
2.0203796614588168,0.3675769523070007,0.09745271023055693
2.7572658589014676,2.8974843622875133,0.9591955829421634
2.4804759886701633,2.0738862064094143,0.6226354090779758
2.6565608001298404,2.4991052333730774,0.7963550534906293
1.98106614156157,1.0723822388674393,0.24503968725104436
0.7366568017295327,2.834687730507262,0.2528325830561701
2.305550996688763,2.4373413016585275,0.6724113724947111
0.6350242278225315,2.938518736763658,0.2172179948654856
2.4938245039933835,0.5921827571694164,0.18081554320836318
0.18815376771230474,1.4315084298022278,0.033636882168986665
2.4764634401806673,1.157546982217108,0.34158500587481416
0.4935217994223039,1.8416849868091107,0.11305069834092397
1.1254409894899255,0.7506592010038804,0.09737906319403027
0.9502144996708929,0.301416869252059,0.037320306355538686
2.0740111058332236,1.4298497604867437,0.35154960545902986
0.5357156345231158,1.9184158095589003,0.12577596022567206
1.1887684866509594,1.1520462554739295,0.15929350637938902
0.017473785323942836,2.9623180281488617,0.013041531162211309
0.7874841382503045,1.2179663164466945,0.1162618492859509
1.2635664426868658,0.8994466273134392,0.14295297789889366
0.31776371012197335,2.4416934752985346,0.08933374006116322
1.8994798381096734,1.4000694090983883,0.3169448476443975
1.141272809659597,0.8196503480976214,0.11610437999257096
2.175881814228717,0.8594730734148194,0.2118296919134686
1.961598033205183,2.841467367732715,0.6639653084306276
1.2936802463322186,2.885210244479766,0.45264328143231986
2.6019615169265977,1.9387106887289614,0.607467240349776
1.8964053525005011,0.8363039300242912,0.194805557423003
2.4308230563188973,2.134107131156955,0.6210957373472624
1.0253841718203391,0.6503084458083264,0.08260463358276919
1.6310078690053669,0.9662540622418078,0.18576422839552234
0.5888906553442602,1.6252090791082963,0.10855612203762324
2.9884235703558835,1.203432483493637,0.4237909471816746
0.7296463929189814,1.0530715879037604,0.0896740368787527
0.7706024016813082,2.9224032884594644,0.2677236655186567
0.21957021717289793,0.5106185234392472,0.01056743089965916
0.7734093569902097,1.8413356768482534,0.15461658312343532
2.2893855976321595,0.11562416845154866,0.022598642404811915
2.093680712049244,0.2751442114017133,0.06668484075459225
0.3860196369515083,0.6299880150351737,0.03049889652053648
1.1287155042842827,2.975058588043394,0.4003048079841232
1.2627641838523886,2.1792739176833997,0.32620730277979676
1.9949527390858823,2.6041142868875964,0.6128226570777284
1.3677868891312466,0.14845135391014963,0.033637339349130005
1.7595549804765942,2.044315357958019,0.4266001183182007
2.519053810826827,1.3198094383080172,0.406681215021915
2.1794208309371115,1.2492598456660482,0.3338774493958957
1.095021790525677,2.124764382743915,0.28045593847637573
1.3451889280334528,0.9249568516067417,0.14668280192204758
1.1030987090700197,1.5404034698130742,0.20451244006395222
0.3292039920200902,0.7821741654711493,0.025611095008288266
0.6097246322621898,1.1742122117772258,0.08710934035629415
0.8514194668323932,1.5999785256142567,0.16348388325659813
0.9424016868069066,0.4736430084787895,0.056003244704210746
0.9391435764598131,0.8285613657156107,0.09773563407005846
1.730099148758856,1.261217715664621,0.2697912582376222
2.915069926859264,1.4182439355844663,0.49433266573740875
2.3239924047711957,2.4000119040330548,0.6740985074710277
2.3734018445184155,1.9288503416027982,0.5457215379970858
2.2778055016187397,1.687470199566352,0.4571446543089873
1.7909631915712692,2.60960218110119,0.5580095328369358
2.753076771512738,0.5920465943302912,0.1910903001576041
2.0688904663412426,0.3122491055341049,0.08201696775144067
1.5010692922106128,1.1811756401032065,0.2169975119561933
0.23125142550161626,0.4115698666718346,0.017256438548447193
1.4653476812565716,1.6679431143025996,0.29317795209322484
0.638492986021003,1.7209299961976545,0.13311462593163664
0.39808889264036174,0.3947806492490705,0.01620604932772203
1.5181947675881189,2.14816198408918,0.3860806491816911
2.355255877790877,1.6696184502768336,0.4739356350642097
0.8850193284165584,1.2695459828089233,0.13605958887235353
2.3063152797274995,2.7524453198979244,0.756683620949487
1.5768885694867623,2.5677368831500296,0.4885687496065569
0.44714407011213764,0.6629074912946009,0.027581596104701196
2.894903231939207,0.499749529577457,0.17278622844574265
1.2049086716655526,2.7466092117441523,0.39423873245152646
0.8857027669880874,0.47175566554131176,0.04771277427991266
2.540995111901189,2.2716189792558645,0.6876915783932943
0.3733809975464395,0.937551047436341,0.04637614868942102
2.2007713832211104,1.0835560398975417,0.2887547481693117
0.563474227696405,1.6611739379033317,0.11775105850179401
1.1774753280377475,2.777892502270012,0.39310649659095936
0.6956996353864153,0.00617052919385952,-0.0054382263076965896
2.5236839780771607,0.4868620032069597,0.1457040557013702
1.1702236558195853,2.1606353359798467,0.2979464371335544
2.924078438646868,1.1833995882734873,0.41729155857085387
1.8757844532453203,0.863431259690393,0.1998510321449443
2.0808685041087456,2.8886869743826242,0.7227670396367035
1.5645753663972526,0.792085269972839,0.14590399889705927
0.9269045972267734,2.1425008736051665,0.2365491855114505
1.1866692631572862,2.892677007277665,0.41279158309607106
2.8228025629857054,2.2882981687393125,0.7684319192528338
0.6036096021739934,2.1282421077615354,0.15477262113211274
2.964656703660637,2.1696201383030704,0.772703057369454
2.274917586011455,2.4156783204928374,0.656886804846862
1.0793607794778306,0.8136409467597688,0.10339480478781356
1.92454076851681,1.8800601755352742,0.4348958845066774
1.1429446178792626,2.408657682130701,0.3265107694198912
1.14447879791976,2.6646889238904974,0.36210691595615224
1.5114088505835888,2.7175024596241744,0.49635638696712125
0.05016846490613125,2.711689180762488,0.017257689292123343
1.4807146798301885,0.29290139839461815,0.05965166855714731
2.914795240340664,1.1292182621336442,0.3903498323960177
0.8563956863567354,1.3691762504712575,0.13244688356283738
2.2446538772298363,2.675056211900749,0.7247629042593259
1.3283666702114851,1.2577608581395903,0.20477645305410083
0.6278431278533564,0.7947363100773915,0.05638070580792263
2.7150077124543888,0.059576319477774975,0.012563211421505422
0.050481854040638985,0.8662628332864963,0.004916573031331038
0.910526779798532,2.3421725542002836,0.24775915142737176
2.9970776469718126,0.060512814179554786,0.020071180485340047
0.7864403885699685,0.494981783845463,0.03657275787419466
2.5471335655778162,0.9329052625396932,0.2839192160047649
1.817049445967113,1.5960332156535617,0.33814164393927565
2.418107122581371,1.089129954584441,0.3148029476706043
1.8909532663304347,2.6479190837692976,0.6076594806672357
1.0880905711735451,0.6224328865555931,0.07989250022671282
2.2823663537504477,1.6849032012570708,0.4648400481667947
0.07945364671191701,2.3334525154130987,0.019142826601367312
1.3404388552033557,2.7888246872819593,0.4443315010887525
1.115563709610318,2.6204408200241267,0.3437517900585781
1.4312220169120484,0.40656301122204164,0.07442279880422134
0.38286205948820884,2.375400238936768,0.10868928947521438
0.6675205978388173,2.0260388084940337,0.16954782825832457
1.6861547702991282,1.2648106721610108,0.2503254353600034
1.1633073469678619,0.07670129688738936,0.009491447545065456
2.374968616771022,0.503944412873959,0.14378822615882395
1.8154097678325434,2.2483824786961732,0.4960832160868828
2.5838000543609825,0.25201430333032404,0.08628824489850141
2.197082511976814,0.9379497749641923,0.24410469707880972
1.805470343275695,0.7656373148298133,0.16046702609508237
0.8628468065879871,2.238302690695922,0.22357608736610401
2.3482814037785054,1.0771794875289524,0.30945304044239114
0.7538027345132454,0.26156472296625566,0.023036463276321837
0.2256333354432133,1.1113263054483498,0.026891377600307857
2.8885937353296836,0.9804896301560454,0.3394031020335087
1.6200336152894075,2.151064101958192,0.4062100944684425
2.321682892649434,0.9603666605960639,0.259411708537384
1.5876684228910802,2.0808469472761195,0.4004968515002201
1.8347391911154642,1.615783360301277,0.35732279046622073
0.10167675154951872,2.663198486173415,0.03294407426013484
0.5603810380614256,2.2000955188307634,0.14311440937589526
2.0240681863043326,1.2237562276091594,0.2996912212578623
1.7116937938574948,1.454728554595333,0.3067216372122925
0.475665101960138,1.4141572795960102,0.07486179530676193
2.856087806178554,2.615107192555575,0.8961020611552628
0.4630608976422129,0.4141085151376377,0.020771899509811433
1.5309097492160562,1.272690037285543,0.23521565486941037
0.43200862505777304,1.6047361724438711,0.08301036510683957
2.152115178318704,1.3086684967160882,0.33704852099750016
0.8289390422854582,1.7940854039963412,0.1741704881903048
0.4024019253653498,1.4965292862595474,0.07194560756472193
0.13796154201154698,1.2410872279859022,0.01748164014434555
0.5245066136928709,2.0604389178479874,0.12876656600695502
0.5753961501706992,0.987967397125401,0.0676777536522676
1.6109162387153777,1.8207030410070706,0.3547131943418758
1.3531166585141736,2.1856750420016233,0.3519784044513651
2.871883101760612,0.39193990738164874,0.13334167939604247
2.862454010599927,0.9793563045147959,0.3410722681943915
2.3896383314052914,2.834113666795816,0.8114518026171081
2.01476290194211,2.8980638626878736,0.699220255178671
2.535069274705039,2.977166289406981,0.9093949406014005
2.8162554854396538,0.12757750166481274,0.044117144651490324
0.06785318666100826,2.479526306735547,0.020360060160359395
0.3543156814525761,2.805827420982629,0.12006007410852394
1.0807916540509295,2.7058333201657314,0.3450027667105274
0.2807605591277992,2.1448239104418425,0.07413401203244577
1.7985734191598315,2.0268580286636686,0.443296477686399
0.7810926670443259,2.1588198494651594,0.20477900031333363
0.7930191873969765,1.7246574544410347,0.1567558370354706
0.8649839659435967,2.3652602395299493,0.2465884548723545
0.29314697275317014,1.5057888114019446,0.04860053389182297
2.222833359714477,0.6778124996736851,0.17954606909077506
1.9520172887989502,0.28304707493450065,0.06668637586685493
1.8195242719237874,2.724767169907117,0.5892601088526326
0.1021367468333263,2.264636944209259,0.033682403759657316
1.2883924339166324,0.5317258072810293,0.08169645811502721
2.055610769699528,2.4673748319702673,0.6120771216817666
0.46903994971075913,0.9010402587725324,0.05343678909787737
1.1569735339726526,1.9069649163257938,0.2707346407536033
0.05950243640981068,1.068458573246096,0.012911553304755415
0.24557399123172619,0.6424892589919289,0.0119935115227287
0.6493607399971617,0.5268262913484346,0.04107410187409085
1.2439504834237458,0.21285093223322282,0.021809646567441245
1.3897201088621396,0.22331566918397572,0.03502276836378989
2.653564594854339,0.20727063219774644,0.06911222514800433
0.9499753265220399,0.2697562999121149,0.034779621137404355
0.06439162883157412,2.5020878670001636,0.025084143092935295
2.4786700403134954,1.5534249765490373,0.46016278539344757
0.18554080612071833,0.38575204439840804,0.009900269195005185
0.27897597798668505,1.5749839466484294,0.05301795384622208
2.889545150219205,1.627889404662266,0.5701213478591461
2.2600962543850756,1.4897761048325218,0.4111776831153921
1.0135626083377651,0.6194590938507908,0.07354754874805594
0.39653652485758706,1.3031936616735913,0.07921808750456832
1.1601917195155846,2.6125693607081413,0.36356446419483135
1.0175846783405207,1.1512064333552225,0.1387445497024997
2.6233236043274193,1.5119557287364902,0.4785662280554248
1.25625905194212,2.7907271972250474,0.4240403365125117
0.2461350180468661,0.698404193833249,0.0229930100417788
2.7804156070757586,2.176523060418716,0.7230793874736158
1.8669400911457803,1.4515240035117207,0.3318108216358759
0.3501295703430066,2.3621037398989246,0.09936352214331515
0.339522480139267,1.0790205444773544,0.05088979697288285
1.3977997234927928,1.627075844621813,0.2791867110111527
0.2762668970673485,1.1048578309544652,0.03067123453439445
1.8952565766082754,2.5984477213588852,0.5863608549419681
1.8491513732847307,2.744453668975762,0.6042917107780346
0.09624404585446111,1.8954638515622757,0.022932717020045186
2.4222683431238834,2.9430607093884618,0.8556132221380355
2.3603842828184955,2.196167045723546,0.6231912552307666
2.7459248058459256,2.4912717959046926,0.8170822750226061
2.010919940215431,2.6841619495857754,0.6495835067411325
2.0785866970056697,0.8157172852983607,0.2098173069321034
0.4912249633595037,2.9600337909513272,0.1682769999897497
0.07166644193643512,1.1712420700284445,0.009092104122384835
0.19668945725525977,1.491637631447555,0.036266207564237506
2.893384020481072,0.5409711949889906,0.1871540595950891
1.9371640966789005,2.4644363550099215,0.5719000453624902
2.840719999480222,1.010692880073571,0.3525680047152223
1.0481530766162868,2.068033336454503,0.26592511275859015
2.265664729984242,0.6550667846049374,0.1819216705323096
0.19619689608500035,1.0540891816653888,0.021252551035120897
0.4986154967789135,1.1527334588487204,0.07917996868816042
